league,team1,team2,measurements,ngame,score_diff,win1,win2,final_score_diff,score_diff_delta
Italy. Serie A2,Montegranaro,Casalpusterlengo,24,20161,-2,1.55,2.455,-2,0
Italy. Serie A2,Montegranaro,Casalpusterlengo,25,20161,-2,1.55,2.455,-2,0
Italy. Serie A2,Montegranaro,Casalpusterlengo,26,20161,-2,1.55,2.455,-2,0
Italy. Serie A2,Montegranaro,Casalpusterlengo,27,20161,-2,1.55,2.455,-2,0
Italy. Serie A2,Montegranaro,Casalpusterlengo,28,20161,-2,1.54,2.475,-2,0
Italy. Serie A2,Montegranaro,Casalpusterlengo,29,20161,-2,1.54,2.475,-2,0
Italy. Serie A2,Montegranaro,Casalpusterlengo,30,20161,-2,1.54,2.475,-2,0
Italy. Serie A2,Montegranaro,Casalpusterlengo,31,20161,0,1.37,3.144,-2,-2
Italy. Serie A2,Montegranaro,Casalpusterlengo,32,20161,0,1.46,2.725,-2,-2
Italy. Serie A2,Montegranaro,Casalpusterlengo,33,20161,-4,1.65,2.22,-2,2
Italy. Serie A2,Montegranaro,Casalpusterlengo,34,20161,-3,1.57,2.4,-2,1
Italy. Serie A2,Montegranaro,Casalpusterlengo,35,20161,-1,1.48,2.656,-2,-1
Italy. Serie A2,Montegranaro,Casalpusterlengo,36,20161,1,1.29,3.7,-2,-3
Italy. Serie A2,Montegranaro,Casalpusterlengo,37,20161,1,1.33,3.38,-2,-3
Italy. Serie A2,Montegranaro,Casalpusterlengo,38,20161,1,1.24,4.22,-2,-3
Italy. Serie A2,Montegranaro,Casalpusterlengo,39,20161,3,1.2,4.72,-2,-5
Italy. Serie A2,Montegranaro,Casalpusterlengo,40,20161,5,1.15,5.8,-2,-7
Italy. Serie A2,Montegranaro,Casalpusterlengo,42,20161,9,1.03,12.5,-2,-11
Italy. Serie A2,Montegranaro,Casalpusterlengo,43,20161,9,1.03,12.5,-2,-11
Italy. Serie A2,Montegranaro,Casalpusterlengo,48,20161,9,1.01,17,-2,-11
Italy. Serie A2,Montegranaro,Casalpusterlengo,49,20161,5,1.1,7.7,-2,-7
Italy. Serie A2,Montegranaro,Casalpusterlengo,50,20161,5,1.08,9.1,-2,-7
Italy. Serie A2,Montegranaro,Casalpusterlengo,51,20161,4,1.12,6.75,-2,-6
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,1,20841,-1,3.66,1.29,-1,0
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,2,20841,4,2.616,1.49,-1,-5
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,3,20841,4,2.296,1.61,-1,-5
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,4,20841,1,2.835,1.43,-1,-2
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,5,20841,3,2.696,1.47,-1,-4
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,6,20841,0,3.04,1.39,-1,-1
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,7,20841,-2,3.42,1.32,-1,1
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,8,20841,-6,4.76,1.2,-1,5
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,9,20841,-4,4.28,1.23,-1,3
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,10,20841,-4,4.1,1.25,-1,3
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,11,20841,-5,3.92,1.26,-1,4
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,12,20841,-7,4.58,1.21,-1,6
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,13,20841,-7,4.42,1.22,-1,6
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,14,20841,-3,3.66,1.29,-1,2
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,15,20841,-4,3.92,1.26,-1,3
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,16,20841,-2,3.42,1.32,-1,1
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,17,20841,-4,3.5,1.31,-1,3
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,18,20841,-2,3.36,1.33,-1,1
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,19,20841,-2,3.04,1.39,-1,1
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,20,20841,0,2.875,1.42,-1,-1
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,21,20841,0,2.656,1.48,-1,-1
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,22,20841,0,2.656,1.48,-1,-1
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,23,20841,0,2.656,1.48,-1,-1
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,24,20841,0,2.656,1.48,-1,-1
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,25,20841,0,2.656,1.48,-1,-1
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,26,20841,0,2.696,1.47,-1,-1
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,27,20841,-3,3.22,1.35,-1,2
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,28,20841,-5,4.1,1.25,-1,4
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,29,20841,-4,3.8,1.28,-1,3
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,30,20841,-4,3.36,1.33,-1,3
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,31,20841,-3,3.09,1.38,-1,2
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,32,20841,0,2.26,1.63,-1,-1
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,33,20841,0,2.296,1.61,-1,-1
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,34,20841,-2,2.616,1.49,-1,1
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,36,20841,3,1.712,2.12,-1,-4
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,37,20841,-1,2.55,1.51,-1,0
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,38,20841,-4,3.58,1.3,-1,3
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,39,20841,-3,4.1,1.25,-1,2
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,41,20841,1,1.8,2,-1,-2
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,42,20841,-4,3.82,1.27,-1,3
Philippines. MPBL,Navotas Uni-Pak Sardines,Bulacan Kuyas,43,20841,0,1.95,1.84,-1,-1
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,1,20869,-5,1.6,2.384,-26,-21
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,2,20869,-8,1.86,1.96,-26,-18
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,3,20869,-10,2.02,1.81,-26,-16
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,7,20869,-7,1.86,1.96,-26,-19
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,8,20869,-8,2.02,1.81,-26,-18
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,9,20869,-6,1.86,1.96,-26,-20
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,10,20869,-4,1.74,2.12,-26,-22
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,11,20869,-7,1.96,1.86,-26,-19
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,12,20869,-7,2.01,1.82,-26,-19
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,13,20869,-8,2.11,1.75,-26,-18
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,14,20869,-10,2.17,1.71,-26,-16
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,15,20869,-8,2.05,1.79,-26,-18
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,16,20869,-8,2.05,1.79,-26,-18
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,17,20869,-11,2.57,1.53,-26,-15
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,18,20869,-13,3.24,1.37,-26,-13
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,19,20869,-15,4.42,1.24,-26,-11
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,20,20869,-16,4.16,1.26,-26,-10
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,21,20869,-18,6.6,1.14,-26,-8
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,22,20869,-20,8.1,1.11,-26,-6
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,23,20869,-21,9.6,1.09,-26,-5
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,24,20869,-21,9.6,1.09,-26,-5
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,25,20869,-21,9.6,1.09,-26,-5
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,26,20869,-21,9.6,1.09,-26,-5
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,27,20869,-21,9.6,1.09,-26,-5
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,28,20869,-21,9.6,1.09,-26,-5
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,29,20869,-21,9.6,1.09,-26,-5
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,33,20869,-17,8.8,1.1,-26,-9
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,34,20869,-18,9.6,1.09,-26,-8
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,35,20869,-14,5.9,1.16,-26,-12
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,36,20869,-14,7.5,1.12,-26,-12
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,38,20869,-11,4.58,1.23,-26,-15
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,39,20869,-12,5.65,1.17,-26,-14
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,40,20869,-10,5.35,1.19,-26,-16
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,41,20869,-12,6.6,1.14,-26,-14
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,42,20869,-12,7.5,1.12,-26,-14
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,43,20869,-13,9.6,1.09,-26,-13
Turkey. Second League,Nazilli Belediye,Karsiyaka Belediyespor,44,20869,-13,12,1.05,-26,-13
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),2,21223,0,2.85,1.43,-14,-14
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),3,21223,-5,3.88,1.27,-14,-9
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),4,21223,-6,4.22,1.24,-14,-8
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),5,21223,-6,4.56,1.21,-14,-8
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),7,21223,-9,5.5,1.16,-14,-5
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),8,21223,-13,8.3,1.09,-14,-1
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),9,21223,-14,9.1,1.08,-14,0
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),10,21223,-15,14,1.01,-14,1
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),11,21223,-15,12,1.03,-14,1
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),12,21223,-12,6,1.14,-14,-2
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),13,21223,-9,4.98,1.19,-14,-5
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),14,21223,-10,5.5,1.16,-14,-4
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),15,21223,-11,5.8,1.15,-14,-3
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),16,21223,-14,9.1,1.08,-14,0
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),17,21223,-15,10,1.05,-14,1
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),18,21223,-17,15,1.02,-14,3
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),19,21223,-20,15,1.02,-14,6
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),28,21223,-14,15,1.01,-14,0
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),34,21223,-14,15,1.02,-14,0
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),35,21223,-12,10,1.05,-14,-2
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),36,21223,-10,10,1.05,-14,-4
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),37,21223,-10,10,1.05,-14,-4
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),38,21223,-10,11,1.04,-14,-4
Lithuania. LMKL,Neptunas Klaipeda (Women),Aistes-LSU-Paradis Kaunas (Women),39,21223,-10,15,1.02,-14,-4
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,1,21537,-3,1.68,2.22,-9,-6
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,2,21537,-5,1.91,1.91,-9,-4
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,3,21537,-3,1.78,2.06,-9,-6
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,4,21537,-7,2.06,1.78,-9,-2
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,5,21537,-9,2.45,1.57,-9,0
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,6,21537,-9,2.575,1.53,-9,0
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,7,21537,-11,2.95,1.43,-9,2
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,8,21537,-7,2.17,1.71,-9,-2
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,9,21537,-4,1.91,1.91,-9,-5
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,10,21537,-8,2.504,1.55,-9,-1
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,11,21537,-7,2.544,1.54,-9,-2
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,12,21537,-7,2.712,1.49,-9,-2
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,13,21537,-7,2.575,1.53,-9,-2
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,14,21537,-8,2.95,1.43,-9,-1
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,15,21537,-13,4.74,1.22,-9,4
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,16,21537,-17,8.8,1.1,-9,8
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,17,21537,-17,7.5,1.12,-9,8
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,18,21537,-17,8.8,1.1,-9,8
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,19,21537,-17,9.6,1.09,-9,8
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,20,21537,-17,8.8,1.1,-9,8
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,21,21537,-17,7.5,1.12,-9,8
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,22,21537,-17,7.5,1.12,-9,8
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,23,21537,-17,8.8,1.1,-9,8
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,24,21537,-17,8.8,1.1,-9,8
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,25,21537,-17,8.8,1.1,-9,8
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,26,21537,-17,8.8,1.1,-9,8
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,27,21537,-14,5.35,1.19,-9,5
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,28,21537,-12,5.1,1.2,-9,3
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,29,21537,-14,6.6,1.14,-9,5
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,30,21537,-14,8.8,1.1,-9,5
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,31,21537,-12,6.6,1.14,-9,3
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,32,21537,-9,4.92,1.21,-9,0
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,33,21537,-11,6.25,1.15,-9,2
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,34,21537,-14,10.5,1.08,-9,5
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,39,21537,-13,13.5,1.04,-9,4
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,40,21537,-10,10.5,1.08,-9,1
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,41,21537,-10,10.5,1.08,-9,1
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,42,21537,-9,10.5,1.08,-9,0
FIBA Champions League,Nizhny Novgorod,CEZ Nymburk,43,21537,-7,7.5,1.12,-9,-2
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,1,21546,8,1.04,8.95,0,-8
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,2,21546,6,1.07,7.58,0,-6
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,3,21546,11,1.02,11.3,0,-11
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,4,21546,11,1.01,12,0,-11
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,7,21546,8,1.03,10.3,0,-8
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,8,21546,8,1.06,8.12,0,-8
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,9,21546,4,1.11,5.85,0,-4
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,10,21546,5,1.1,6.14,0,-5
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,12,21546,6,1.09,6.63,0,-6
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,13,21546,4,1.09,6.43,0,-4
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,14,21546,8,1.04,9,0,-8
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,15,21546,5,1.05,8.46,0,-5
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,16,21546,5,1.08,7.06,0,-5
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,17,21546,5,1.09,6.53,0,-5
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,19,21546,10,1.02,11.6,0,-10
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,20,21546,9,1.02,10.9,0,-9
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,21,21546,7,1.05,8.46,0,-7
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,22,21546,7,1.07,7.18,0,-7
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,23,21546,5,1.22,4.05,0,-5
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,24,21546,5,1.17,4.72,0,-5
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,25,21546,5,1.17,4.72,0,-5
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,26,21546,5,1.17,4.72,0,-5
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,27,21546,5,1.17,4.72,0,-5
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,28,21546,5,1.17,4.72,0,-5
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,29,21546,5,1.17,4.72,0,-5
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,30,21546,5,1.17,4.72,0,-5
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,31,21546,5,1.17,4.72,0,-5
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,32,21546,3,1.23,3.87,0,-3
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,33,21546,2,1.39,2.87,0,-2
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,35,21546,2,1.33,3.14,0,-2
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,36,21546,0,1.46,2.61,0,0
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,37,21546,0,1.54,2.39,0,0
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,38,21546,0,1.44,2.66,0,0
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,39,21546,2,1.36,2.97,0,-2
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,40,21546,3,1.23,3.92,0,-3
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,41,21546,3,1.24,3.83,0,-3
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,42,21546,5,1.13,5.37,0,-5
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,43,21546,5,1.16,4.88,0,-5
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,44,21546,5,1.17,4.59,0,-5
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,45,21546,7,1.08,6.86,0,-7
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,46,21546,7,1.07,7.48,0,-7
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,47,21546,8,1.07,7.28,0,-8
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,48,21546,11,1.01,12.2,0,-11
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,49,21546,8,1.06,7.92,0,-8
Russian Cup,Nizhny Novgorod,TEMP-SUMZ-UGMK,50,21546,5,1.04,9.16,0,-5
Sweden. Basketligan,Norrkoping Dolphins,Lulea,1,21610,1,2.664,1.5,-6,-7
Sweden. Basketligan,Norrkoping Dolphins,Lulea,2,21610,3,2.408,1.59,-6,-9
Sweden. Basketligan,Norrkoping Dolphins,Lulea,3,21610,4,2.31,1.63,-6,-10
Sweden. Basketligan,Norrkoping Dolphins,Lulea,4,21610,3,2.384,1.6,-6,-9
Sweden. Basketligan,Norrkoping Dolphins,Lulea,5,21610,-3,3.44,1.34,-6,-3
Sweden. Basketligan,Norrkoping Dolphins,Lulea,6,21610,-2,3.24,1.37,-6,-4
Sweden. Basketligan,Norrkoping Dolphins,Lulea,7,21610,-5,4.28,1.25,-6,-1
Sweden. Basketligan,Norrkoping Dolphins,Lulea,8,21610,-6,4.58,1.23,-6,0
Sweden. Basketligan,Norrkoping Dolphins,Lulea,9,21610,-2,2.896,1.44,-6,-4
Sweden. Basketligan,Norrkoping Dolphins,Lulea,10,21610,-3,2.735,1.48,-6,-3
Sweden. Basketligan,Norrkoping Dolphins,Lulea,11,21610,-3,2.664,1.5,-6,-3
Sweden. Basketligan,Norrkoping Dolphins,Lulea,12,21610,-3,2.632,1.51,-6,-3
Sweden. Basketligan,Norrkoping Dolphins,Lulea,13,21610,1,2.14,1.73,-6,-7
Sweden. Basketligan,Norrkoping Dolphins,Lulea,14,21610,3,1.93,1.89,-6,-9
Sweden. Basketligan,Norrkoping Dolphins,Lulea,15,21610,3,1.89,1.93,-6,-9
Sweden. Basketligan,Norrkoping Dolphins,Lulea,16,21610,10,1.45,2.86,-6,-16
Sweden. Basketligan,Norrkoping Dolphins,Lulea,17,21610,8,1.55,2.504,-6,-14
Sweden. Basketligan,Norrkoping Dolphins,Lulea,18,21610,8,1.5,2.664,-6,-14
Sweden. Basketligan,Norrkoping Dolphins,Lulea,19,21610,8,1.52,2.608,-6,-14
Sweden. Basketligan,Norrkoping Dolphins,Lulea,21,21610,5,1.78,2.06,-6,-11
Sweden. Basketligan,Norrkoping Dolphins,Lulea,22,21610,7,1.63,2.31,-6,-13
Sweden. Basketligan,Norrkoping Dolphins,Lulea,23,21610,7,1.63,2.31,-6,-13
Sweden. Basketligan,Norrkoping Dolphins,Lulea,24,21610,7,1.63,2.31,-6,-13
Sweden. Basketligan,Norrkoping Dolphins,Lulea,25,21610,7,1.63,2.31,-6,-13
Sweden. Basketligan,Norrkoping Dolphins,Lulea,26,21610,7,1.63,2.31,-6,-13
Sweden. Basketligan,Norrkoping Dolphins,Lulea,27,21610,7,1.63,2.31,-6,-13
Sweden. Basketligan,Norrkoping Dolphins,Lulea,28,21610,7,1.63,2.31,-6,-13
Sweden. Basketligan,Norrkoping Dolphins,Lulea,29,21610,7,1.63,2.31,-6,-13
Sweden. Basketligan,Norrkoping Dolphins,Lulea,30,21610,7,1.63,2.31,-6,-13
Sweden. Basketligan,Norrkoping Dolphins,Lulea,31,21610,7,1.63,2.31,-6,-13
Sweden. Basketligan,Norrkoping Dolphins,Lulea,32,21610,7,1.63,2.31,-6,-13
Sweden. Basketligan,Norrkoping Dolphins,Lulea,33,21610,5,1.76,2.09,-6,-11
Sweden. Basketligan,Norrkoping Dolphins,Lulea,34,21610,4,1.75,2.11,-6,-10
Sweden. Basketligan,Norrkoping Dolphins,Lulea,35,21610,5,1.71,2.17,-6,-11
Sweden. Basketligan,Norrkoping Dolphins,Lulea,36,21610,3,1.93,1.89,-6,-9
Sweden. Basketligan,Norrkoping Dolphins,Lulea,37,21610,-1,2.384,1.6,-6,-5
Sweden. Basketligan,Norrkoping Dolphins,Lulea,38,21610,-3,3.38,1.35,-6,-3
Sweden. Basketligan,Norrkoping Dolphins,Lulea,39,21610,-7,4.74,1.22,-6,1
Sweden. Basketligan,Norrkoping Dolphins,Lulea,40,21610,-9,7.5,1.12,-6,3
Sweden. Basketligan,Norrkoping Dolphins,Lulea,41,21610,-8,6.6,1.14,-6,2
Sweden. Basketligan,Norrkoping Dolphins,Lulea,42,21610,-5,4.42,1.24,-6,-1
Sweden. Basketligan,Norrkoping Dolphins,Lulea,43,21610,-4,3.6,1.32,-6,-2
Sweden. Basketligan,Norrkoping Dolphins,Lulea,44,21610,-4,3.8,1.3,-6,-2
Sweden. Basketligan,Norrkoping Dolphins,Lulea,45,21610,-6,4.74,1.22,-6,0
Sweden. Basketligan,Norrkoping Dolphins,Lulea,46,21610,-4,4.02,1.27,-6,-2
Sweden. Basketligan,Norrkoping Dolphins,Lulea,47,21610,-2,2.775,1.47,-6,-4
Sweden. Basketligan,Norrkoping Dolphins,Lulea,48,21610,-5,4.42,1.24,-6,-1
Sweden. Basketligan,Norrkoping Dolphins,Lulea,49,21610,-8,9.6,1.09,-6,2
